,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Sales
4325,536762,22726,ALARM CLOCK BAKELIKE GREEN,4,12/2/2010 14:40,3.75,16186.0,United Kingdom,15.0
4375,536769,22726,ALARM CLOCK BAKELIKE GREEN,8,12/2/2010 14:47,3.75,17581.0,United Kingdom,30.0
4376,536769,22729,ALARM CLOCK BAKELIKE ORANGE,4,12/2/2010 14:47,3.75,17581.0,United Kingdom,15.0
4546,536793,22727,ALARM CLOCK BAKELIKE RED ,4,12/2/2010 15:39,3.75,16203.0,United Kingdom,15.0
4547,536793,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,12/2/2010 15:39,3.75,16203.0,United Kingdom,15.0
4548,536793,22726,ALARM CLOCK BAKELIKE GREEN,4,12/2/2010 15:39,3.75,16203.0,United Kingdom,15.0
4558,536794,22726,ALARM CLOCK BAKELIKE GREEN,12,12/2/2010 15:40,3.75,13767.0,United Kingdom,45.0
4559,536794,22727,ALARM CLOCK BAKELIKE RED ,48,12/2/2010 15:40,3.75,13767.0,United Kingdom,180.0
4760,536800,22727,ALARM CLOCK BAKELIKE RED ,4,12/2/2010 16:12,3.75,14829.0,United Kingdom,15.0
4761,536800,22726,ALARM CLOCK BAKELIKE GREEN,4,12/2/2010 16:12,3.75,14829.0,United Kingdom,15.0
4762,536800,22730,ALARM CLOCK BAKELIKE IVORY,4,12/2/2010 16:12,3.75,14829.0,United Kingdom,15.0
5013,536836,22193,RED DINER WALL CLOCK,1,12/2/2010 18:08,8.5,18168.0,United Kingdom,8.5
5229,536849,22730,ALARM CLOCK BAKELIKE IVORY,19,12/3/2010 9:45,3.75,17396.0,United Kingdom,71.25
5230,536849,22727,ALARM CLOCK BAKELIKE RED ,48,12/3/2010 9:45,3.75,17396.0,United Kingdom,180.0
5231,536849,22728,ALARM CLOCK BAKELIKE PINK,39,12/3/2010 9:45,3.75,17396.0,United Kingdom,146.25
5938,536876,22726,ALARM CLOCK BAKELIKE GREEN,2,12/3/2010 11:36,7.62,,United Kingdom,15.24
5939,536876,22728,ALARM CLOCK BAKELIKE PINK,3,12/3/2010 11:36,7.62,,United Kingdom,22.86
6077,536876,84659A,WHITE TRAVEL ALARM CLOCK,1,12/3/2010 11:36,2.51,,United Kingdom,2.51
6078,536876,84660C,PINK STITCHED WALL CLOCK,1,12/3/2010 11:36,7.62,,United Kingdom,7.62
6079,536876,84661B,BLACK SQUARE TABLE CLOCK,1,12/3/2010 11:36,5.06,,United Kingdom,5.06
6080,536876,84663A,GRASS HOPPER WOODEN WALL CLOCK ,1,12/3/2010 11:36,5.91,,United Kingdom,5.91
6918,536982,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,12/3/2010 14:27,8.47,,United Kingdom,8.47
6919,536982,22726,ALARM CLOCK BAKELIKE GREEN,3,12/3/2010 14:27,8.47,,United Kingdom,25.410000000000004
6920,536982,22727,ALARM CLOCK BAKELIKE RED ,3,12/3/2010 14:27,8.47,,United Kingdom,25.410000000000004
6921,536982,22728,ALARM CLOCK BAKELIKE PINK,3,12/3/2010 14:27,8.47,,United Kingdom,25.410000000000004
6922,536982,22729,ALARM CLOCK BAKELIKE ORANGE,1,12/3/2010 14:27,8.47,,United Kingdom,8.47
6988,536984,22728,ALARM CLOCK BAKELIKE PINK,1,12/3/2010 14:35,3.75,17841.0,United Kingdom,3.75
7008,536985,22192,BLUE DINER WALL CLOCK,2,12/3/2010 14:40,8.5,15373.0,United Kingdom,17.0
7010,536985,22191,IVORY DINER WALL CLOCK,2,12/3/2010 14:40,8.5,15373.0,United Kingdom,17.0
7442,537041,22726,ALARM CLOCK BAKELIKE GREEN,4,12/5/2010 10:36,3.75,16033.0,United Kingdom,15.0
7443,537041,22730,ALARM CLOCK BAKELIKE IVORY,4,12/5/2010 10:36,3.75,16033.0,United Kingdom,15.0
7444,537041,22727,ALARM CLOCK BAKELIKE RED ,4,12/5/2010 10:36,3.75,16033.0,United Kingdom,15.0
7445,537041,22728,ALARM CLOCK BAKELIKE PINK,3,12/5/2010 10:36,3.75,16033.0,United Kingdom,11.25
7465,537041,22193,RED DINER WALL CLOCK,1,12/5/2010 10:36,8.5,16033.0,United Kingdom,8.5
7483,537042,22730,ALARM CLOCK BAKELIKE IVORY,1,12/5/2010 10:45,3.75,13838.0,United Kingdom,3.75
7713,537051,22729,ALARM CLOCK BAKELIKE ORANGE,2,12/5/2010 11:12,3.75,15708.0,United Kingdom,7.5
7714,537051,22727,ALARM CLOCK BAKELIKE RED ,2,12/5/2010 11:12,3.75,15708.0,United Kingdom,7.5
7715,537051,22730,ALARM CLOCK BAKELIKE IVORY,1,12/5/2010 11:12,3.75,15708.0,United Kingdom,3.75
7716,537051,22727,ALARM CLOCK BAKELIKE RED ,2,12/5/2010 11:12,3.75,15708.0,United Kingdom,7.5
7717,537051,22726,ALARM CLOCK BAKELIKE GREEN,2,12/5/2010 11:12,3.75,15708.0,United Kingdom,7.5
7718,537051,22730,ALARM CLOCK BAKELIKE IVORY,1,12/5/2010 11:12,3.75,15708.0,United Kingdom,3.75
7719,537051,22726,ALARM CLOCK BAKELIKE GREEN,1,12/5/2010 11:12,3.75,15708.0,United Kingdom,3.75
7721,537051,22727,ALARM CLOCK BAKELIKE RED ,1,12/5/2010 11:12,3.75,15708.0,United Kingdom,3.75
7723,537051,22729,ALARM CLOCK BAKELIKE ORANGE,1,12/5/2010 11:12,3.75,15708.0,United Kingdom,3.75
7725,537051,22730,ALARM CLOCK BAKELIKE IVORY,1,12/5/2010 11:12,3.75,15708.0,United Kingdom,3.75
7848,537057,22728,ALARM CLOCK BAKELIKE PINK,1,12/5/2010 11:49,3.75,15351.0,United Kingdom,3.75
7905,537065,22727,ALARM CLOCK BAKELIKE RED ,4,12/5/2010 11:57,3.75,12567.0,France,15.0
7906,537065,22726,ALARM CLOCK BAKELIKE GREEN,4,12/5/2010 11:57,3.75,12567.0,France,15.0
7907,537065,22728,ALARM CLOCK BAKELIKE PINK,4,12/5/2010 11:57,3.75,12567.0,France,15.0
7908,537065,22729,ALARM CLOCK BAKELIKE ORANGE,4,12/5/2010 11:57,3.75,12567.0,France,15.0
8036,537111,22726,ALARM CLOCK BAKELIKE GREEN,1,12/5/2010 12:08,3.75,14810.0,United Kingdom,3.75
8037,537111,22727,ALARM CLOCK BAKELIKE RED ,1,12/5/2010 12:08,3.75,14810.0,United Kingdom,3.75
8207,537130,22727,ALARM CLOCK BAKELIKE RED ,1,12/5/2010 12:23,3.75,17796.0,United Kingdom,3.75
8515,537137,22728,ALARM CLOCK BAKELIKE PINK,1,12/5/2010 12:43,3.75,16327.0,United Kingdom,3.75
8635,537141,22728,ALARM CLOCK BAKELIKE PINK,1,12/5/2010 12:57,3.75,15570.0,United Kingdom,3.75
8642,537141,22725,ALARM CLOCK BAKELIKE CHOCOLATE,3,12/5/2010 12:57,3.75,15570.0,United Kingdom,11.25
8644,537141,22728,ALARM CLOCK BAKELIKE PINK,4,12/5/2010 12:57,3.75,15570.0,United Kingdom,15.0
8645,537141,22730,ALARM CLOCK BAKELIKE IVORY,4,12/5/2010 12:57,3.75,15570.0,United Kingdom,15.0
8646,537141,22726,ALARM CLOCK BAKELIKE GREEN,8,12/5/2010 12:57,3.75,15570.0,United Kingdom,30.0
8648,537141,22193,RED DINER WALL CLOCK,1,12/5/2010 12:57,8.5,15570.0,United Kingdom,8.5
8649,537141,22191,IVORY DINER WALL CLOCK,1,12/5/2010 12:57,8.5,15570.0,United Kingdom,8.5
8650,537141,22192,BLUE DINER WALL CLOCK,1,12/5/2010 12:57,8.5,15570.0,United Kingdom,8.5
8785,537144,22730,ALARM CLOCK BAKELIKE IVORY,1,12/5/2010 13:00,3.75,15880.0,United Kingdom,3.75
8844,537154,22727,ALARM CLOCK BAKELIKE RED ,1,12/5/2010 13:05,3.75,15808.0,United Kingdom,3.75
8859,537154,22192,BLUE DINER WALL CLOCK,1,12/5/2010 13:05,8.5,15808.0,United Kingdom,8.5
8860,537154,22193,RED DINER WALL CLOCK,1,12/5/2010 13:05,8.5,15808.0,United Kingdom,8.5
8861,537154,22727,ALARM CLOCK BAKELIKE RED ,1,12/5/2010 13:05,3.75,15808.0,United Kingdom,3.75
8862,537154,22726,ALARM CLOCK BAKELIKE GREEN,5,12/5/2010 13:05,3.75,15808.0,United Kingdom,18.75
8863,537154,22727,ALARM CLOCK BAKELIKE RED ,1,12/5/2010 13:05,3.75,15808.0,United Kingdom,3.75
8864,537154,22727,ALARM CLOCK BAKELIKE RED ,2,12/5/2010 13:05,3.75,15808.0,United Kingdom,7.5
8865,537154,22728,ALARM CLOCK BAKELIKE PINK,3,12/5/2010 13:05,3.75,15808.0,United Kingdom,11.25
8866,537154,22729,ALARM CLOCK BAKELIKE ORANGE,2,12/5/2010 13:05,3.75,15808.0,United Kingdom,7.5
8986,537159,22193,RED DINER WALL CLOCK,2,12/5/2010 13:17,8.5,14527.0,United Kingdom,17.0
9064,537179,22730,ALARM CLOCK BAKELIKE IVORY,12,12/5/2010 13:29,3.75,13767.0,United Kingdom,45.0
9065,537179,22727,ALARM CLOCK BAKELIKE RED ,12,12/5/2010 13:29,3.75,13767.0,United Kingdom,45.0
9066,537179,22729,ALARM CLOCK BAKELIKE ORANGE,12,12/5/2010 13:29,3.75,13767.0,United Kingdom,45.0
9067,537179,22726,ALARM CLOCK BAKELIKE GREEN,12,12/5/2010 13:29,3.75,13767.0,United Kingdom,45.0
9622,537208,22726,ALARM CLOCK BAKELIKE GREEN,1,12/5/2010 15:12,3.75,15889.0,United Kingdom,3.75
9623,537208,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,12/5/2010 15:12,3.75,15889.0,United Kingdom,3.75
9969,537224,22461,SAVOY ART DECO CLOCK,2,12/5/2010 16:24,12.75,13174.0,United Kingdom,25.5
10155,537227,22193,RED DINER WALL CLOCK,2,12/6/2010 8:42,8.5,17677.0,United Kingdom,17.0
10597,537237,22725,ALARM CLOCK BAKELIKE CHOCOLATE,3,12/6/2010 9:58,7.62,,United Kingdom,22.86
10598,537237,22726,ALARM CLOCK BAKELIKE GREEN,1,12/6/2010 9:58,7.62,,United Kingdom,7.62
10599,537237,22728,ALARM CLOCK BAKELIKE PINK,1,12/6/2010 9:58,7.62,,United Kingdom,7.62
10600,537237,22729,ALARM CLOCK BAKELIKE ORANGE,1,12/6/2010 9:58,7.62,,United Kingdom,7.62
10601,537237,22730,ALARM CLOCK BAKELIKE IVORY,1,12/6/2010 9:58,7.62,,United Kingdom,7.62
10735,537237,84659A,WHITE TRAVEL ALARM CLOCK,2,12/6/2010 9:58,2.51,,United Kingdom,5.02
10960,537240,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,12/6/2010 10:08,7.62,,United Kingdom,7.62
10961,537240,22730,ALARM CLOCK BAKELIKE IVORY,3,12/6/2010 10:08,7.62,,United Kingdom,22.86
11317,537240,84659A,WHITE TRAVEL ALARM CLOCK,1,12/6/2010 10:08,2.51,,United Kingdom,2.51
11786,537312,22192,BLUE DINER WALL CLOCK,2,12/6/2010 11:42,8.5,14189.0,United Kingdom,17.0
11814,537334,22726,ALARM CLOCK BAKELIKE GREEN,2,12/6/2010 12:06,3.75,16719.0,United Kingdom,7.5
11815,537334,22730,ALARM CLOCK BAKELIKE IVORY,2,12/6/2010 12:06,3.75,16719.0,United Kingdom,7.5
11816,537334,22729,ALARM CLOCK BAKELIKE ORANGE,6,12/6/2010 12:06,3.75,16719.0,United Kingdom,22.5
11817,537334,22727,ALARM CLOCK BAKELIKE RED ,9,12/6/2010 12:06,3.75,16719.0,United Kingdom,33.75
11846,537334,22192,BLUE DINER WALL CLOCK,1,12/6/2010 12:06,8.5,16719.0,United Kingdom,8.5
11847,537334,22193,RED DINER WALL CLOCK,2,12/6/2010 12:06,8.5,16719.0,United Kingdom,17.0
12149,537369,22728,ALARM CLOCK BAKELIKE PINK,1,12/6/2010 12:41,3.75,17860.0,United Kingdom,3.75
12150,537369,22726,ALARM CLOCK BAKELIKE GREEN,1,12/6/2010 12:41,3.75,17860.0,United Kingdom,3.75
12176,537369,22730,ALARM CLOCK BAKELIKE IVORY,1,12/6/2010 12:41,3.75,17860.0,United Kingdom,3.75
12177,537369,22729,ALARM CLOCK BAKELIKE ORANGE,1,12/6/2010 12:41,3.75,17860.0,United Kingdom,3.75
12331,537374,22727,ALARM CLOCK BAKELIKE RED ,1,12/6/2010 12:55,3.75,17259.0,United Kingdom,3.75
12480,537382,22727,ALARM CLOCK BAKELIKE RED ,3,12/6/2010 13:13,3.75,16710.0,United Kingdom,11.25
12481,537382,22728,ALARM CLOCK BAKELIKE PINK,1,12/6/2010 13:13,3.75,16710.0,United Kingdom,3.75
12482,537382,22730,ALARM CLOCK BAKELIKE IVORY,1,12/6/2010 13:13,3.75,16710.0,United Kingdom,3.75
12483,537382,22729,ALARM CLOCK BAKELIKE ORANGE,2,12/6/2010 13:13,3.75,16710.0,United Kingdom,7.5
12484,537382,22726,ALARM CLOCK BAKELIKE GREEN,3,12/6/2010 13:13,3.75,16710.0,United Kingdom,11.25
12780,537395,22726,ALARM CLOCK BAKELIKE GREEN,1,12/6/2010 14:05,3.75,15356.0,United Kingdom,3.75
12781,537395,22728,ALARM CLOCK BAKELIKE PINK,1,12/6/2010 14:05,3.75,15356.0,United Kingdom,3.75
12782,537395,22730,ALARM CLOCK BAKELIKE IVORY,1,12/6/2010 14:05,3.75,15356.0,United Kingdom,3.75
13077,537418,22726,ALARM CLOCK BAKELIKE GREEN,1,12/6/2010 15:13,3.75,17884.0,United Kingdom,3.75
13078,537418,22727,ALARM CLOCK BAKELIKE RED ,1,12/6/2010 15:13,3.75,17884.0,United Kingdom,3.75
13079,537418,22728,ALARM CLOCK BAKELIKE PINK,1,12/6/2010 15:13,3.75,17884.0,United Kingdom,3.75
13106,537420,22727,ALARM CLOCK BAKELIKE RED ,4,12/6/2010 15:18,3.75,17519.0,United Kingdom,15.0
13148,537421,22728,ALARM CLOCK BAKELIKE PINK,1,12/6/2010 15:25,3.75,17218.0,United Kingdom,3.75
13149,537421,22726,ALARM CLOCK BAKELIKE GREEN,2,12/6/2010 15:25,3.75,17218.0,United Kingdom,7.5
13150,537421,22727,ALARM CLOCK BAKELIKE RED ,2,12/6/2010 15:25,3.75,17218.0,United Kingdom,7.5
13151,537421,22729,ALARM CLOCK BAKELIKE ORANGE,1,12/6/2010 15:25,3.75,17218.0,United Kingdom,3.75
13515,537434,22192,BLUE DINER WALL CLOCK,1,12/6/2010 16:57,16.98,,United Kingdom,16.98
13669,537434,22726,ALARM CLOCK BAKELIKE GREEN,1,12/6/2010 16:57,7.62,,United Kingdom,7.62
13670,537434,22727,ALARM CLOCK BAKELIKE RED ,1,12/6/2010 16:57,7.62,,United Kingdom,7.62
13671,537434,22728,ALARM CLOCK BAKELIKE PINK,1,12/6/2010 16:57,7.62,,United Kingdom,7.62
13672,537434,22729,ALARM CLOCK BAKELIKE ORANGE,1,12/6/2010 16:57,7.62,,United Kingdom,7.62
13673,537434,22730,ALARM CLOCK BAKELIKE IVORY,1,12/6/2010 16:57,7.62,,United Kingdom,7.62
13839,537434,84659A,WHITE TRAVEL ALARM CLOCK,6,12/6/2010 16:57,2.51,,United Kingdom,15.059999999999999
13968,537440,22727,ALARM CLOCK BAKELIKE RED ,1,12/6/2010 17:16,3.75,17869.0,United Kingdom,3.75
14138,537463,22191,IVORY DINER WALL CLOCK,2,12/7/2010 10:08,8.5,12681.0,France,17.0
14291,537484,22191,IVORY DINER WALL CLOCK,4,12/7/2010 11:30,8.5,14733.0,United Kingdom,34.0
14423,537567,22727,ALARM CLOCK BAKELIKE RED ,1,12/7/2010 11:59,3.75,18119.0,United Kingdom,3.75
14433,537567,22191,IVORY DINER WALL CLOCK,1,12/7/2010 11:59,8.5,18119.0,United Kingdom,8.5
14501,537598,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,12/7/2010 12:37,3.75,14135.0,United Kingdom,15.0
14502,537598,22730,ALARM CLOCK BAKELIKE IVORY,4,12/7/2010 12:37,3.75,14135.0,United Kingdom,15.0
14503,537598,22727,ALARM CLOCK BAKELIKE RED ,4,12/7/2010 12:37,3.75,14135.0,United Kingdom,15.0
14704,537609,22726,ALARM CLOCK BAKELIKE GREEN,8,12/7/2010 13:22,3.75,17675.0,United Kingdom,30.0
14705,537609,22730,ALARM CLOCK BAKELIKE IVORY,8,12/7/2010 13:22,3.75,17675.0,United Kingdom,30.0
14729,537614,22729,ALARM CLOCK BAKELIKE ORANGE,2,12/7/2010 13:29,3.75,16904.0,United Kingdom,7.5
14730,537614,22726,ALARM CLOCK BAKELIKE GREEN,3,12/7/2010 13:29,3.75,16904.0,United Kingdom,11.25
14731,537614,22725,ALARM CLOCK BAKELIKE CHOCOLATE,2,12/7/2010 13:29,3.75,16904.0,United Kingdom,7.5
14732,537614,22728,ALARM CLOCK BAKELIKE PINK,2,12/7/2010 13:29,3.75,16904.0,United Kingdom,7.5
14733,537614,22730,ALARM CLOCK BAKELIKE IVORY,2,12/7/2010 13:29,3.75,16904.0,United Kingdom,7.5
14734,537614,22727,ALARM CLOCK BAKELIKE RED ,3,12/7/2010 13:29,3.75,16904.0,United Kingdom,11.25
14948,537626,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,12/7/2010 14:57,3.75,12347.0,Iceland,15.0
14949,537626,22726,ALARM CLOCK BAKELIKE GREEN,4,12/7/2010 14:57,3.75,12347.0,Iceland,15.0
14950,537626,22727,ALARM CLOCK BAKELIKE RED ,4,12/7/2010 14:57,3.75,12347.0,Iceland,15.0
14951,537626,22728,ALARM CLOCK BAKELIKE PINK,4,12/7/2010 14:57,3.75,12347.0,Iceland,15.0
14952,537626,22729,ALARM CLOCK BAKELIKE ORANGE,4,12/7/2010 14:57,3.75,12347.0,Iceland,15.0
15422,537638,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,12/7/2010 15:28,7.62,,United Kingdom,7.62
15423,537638,22726,ALARM CLOCK BAKELIKE GREEN,1,12/7/2010 15:28,7.62,,United Kingdom,7.62
15424,537638,22728,ALARM CLOCK BAKELIKE PINK,1,12/7/2010 15:28,7.62,,United Kingdom,7.62
15425,537638,22729,ALARM CLOCK BAKELIKE ORANGE,1,12/7/2010 15:28,7.62,,United Kingdom,7.62
15573,537638,84659A,WHITE TRAVEL ALARM CLOCK,6,12/7/2010 15:28,2.51,,United Kingdom,15.059999999999999
15732,537640,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,12/7/2010 15:31,8.47,,United Kingdom,8.47
15733,537640,22726,ALARM CLOCK BAKELIKE GREEN,3,12/7/2010 15:31,8.47,,United Kingdom,25.410000000000004
15734,537640,22727,ALARM CLOCK BAKELIKE RED ,5,12/7/2010 15:31,8.47,,United Kingdom,42.35
15735,537640,22728,ALARM CLOCK BAKELIKE PINK,1,12/7/2010 15:31,8.47,,United Kingdom,8.47
15736,537640,22729,ALARM CLOCK BAKELIKE ORANGE,2,12/7/2010 15:31,8.47,,United Kingdom,16.94
15737,537640,22730,ALARM CLOCK BAKELIKE IVORY,2,12/7/2010 15:31,8.47,,United Kingdom,16.94
15974,537642,84660c,PINK STITCHED WALL CLOCK,1,12/7/2010 15:33,7.62,,United Kingdom,7.62
16096,537643,84660c,PINK STITCHED WALL CLOCK,1,12/7/2010 15:34,7.62,,United Kingdom,7.62
16309,537646,22193,RED DINER WALL CLOCK,1,12/7/2010 15:39,8.5,17591.0,United Kingdom,8.5
16310,537646,22192,BLUE DINER WALL CLOCK,1,12/7/2010 15:39,8.5,17591.0,United Kingdom,8.5
16311,537646,22191,IVORY DINER WALL CLOCK,2,12/7/2010 15:39,8.5,17591.0,United Kingdom,17.0
16312,537646,22194,BLACK DINER WALL CLOCK,1,12/7/2010 15:39,8.5,17591.0,United Kingdom,8.5
16366,537653,22727,ALARM CLOCK BAKELIKE RED ,1,12/7/2010 15:54,3.75,17897.0,United Kingdom,3.75
16372,537653,22191,IVORY DINER WALL CLOCK,1,12/7/2010 15:54,8.5,17897.0,United Kingdom,8.5
16389,537653,22726,ALARM CLOCK BAKELIKE GREEN,1,12/7/2010 15:54,3.75,17897.0,United Kingdom,3.75
16390,537653,22728,ALARM CLOCK BAKELIKE PINK,1,12/7/2010 15:54,3.75,17897.0,United Kingdom,3.75
16391,537653,22727,ALARM CLOCK BAKELIKE RED ,1,12/7/2010 15:54,3.75,17897.0,United Kingdom,3.75
16577,537666,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,12/7/2010 18:36,7.62,,United Kingdom,7.62
16578,537666,22726,ALARM CLOCK BAKELIKE GREEN,1,12/7/2010 18:36,7.62,,United Kingdom,7.62
16579,537666,22727,ALARM CLOCK BAKELIKE RED ,1,12/7/2010 18:36,7.62,,United Kingdom,7.62
16580,537666,22728,ALARM CLOCK BAKELIKE PINK,2,12/7/2010 18:36,7.62,,United Kingdom,15.24
16581,537666,22729,ALARM CLOCK BAKELIKE ORANGE,1,12/7/2010 18:36,7.62,,United Kingdom,7.62
16582,537666,22730,ALARM CLOCK BAKELIKE IVORY,1,12/7/2010 18:36,7.62,,United Kingdom,7.62
16699,537666,84659A,WHITE TRAVEL ALARM CLOCK,1,12/7/2010 18:36,2.51,,United Kingdom,2.51
16999,537670,22191,IVORY DINER WALL CLOCK,2,12/8/2010 9:07,8.5,13078.0,United Kingdom,17.0
17015,537671,22726,ALARM CLOCK BAKELIKE GREEN,4,12/8/2010 9:20,3.75,13267.0,United Kingdom,15.0
17016,537671,22728,ALARM CLOCK BAKELIKE PINK,4,12/8/2010 9:20,3.75,13267.0,United Kingdom,15.0
17292,537694,22728,ALARM CLOCK BAKELIKE PINK,1,12/8/2010 10:46,3.75,14901.0,United Kingdom,3.75
17310,537700,22726,ALARM CLOCK BAKELIKE GREEN,8,12/8/2010 10:51,3.75,18229.0,United Kingdom,30.0
